"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1101","Fixturesでログイン成功テスト","","2026-04-26","passed","2026-04-26","","test/top.spec.ts","",""
